"idhod","amount","year","confidentiality","location","non_investment_expense_type","program","sector","type_of_expense"
1480079834,NULL,2024,"duverny","Kraj Vysočina",NULL,"Research and development for environmental protection",NULL,"Non-investment environmental protection expenditure"
1480080908,NULL,2024,"duverny","Kraj Vysočina","Internal non-investment costs","Radiation protection",NULL,"Non-investment environmental protection expenditure"
1480080901,202927,2024,"verejny","Kraj Vysočina","External non-investment costs","Wastewater management",NULL,"Non-investment environmental protection expenditure"
1480080904,41461,2024,"verejny","Kraj Vysočina","External non-investment costs","Air and climate protection",NULL,"Non-investment environmental protection expenditure"
1480080207,2894359,2024,"verejny","Kraj Vysočina",NULL,NULL,NULL,"Non-investment environmental protection expenditure"
1480080755,1075281,2024,"verejny","Kraj Vysočina","External non-investment costs","Waste management",NULL,"Non-investment environmental protection expenditure"
1480080362,171974,2024,"verejny","Kraj Vysočina","Internal non-investment costs","Wastewater management",NULL,"Non-investment environmental protection expenditure"
1480080644,70297,2024,"verejny","Kraj Vysočina","Internal non-investment costs","Air and climate protection",NULL,"Non-investment environmental protection expenditure"
1480080450,10111,2024,"verejny","Kraj Vysočina","Internal non-investment costs","Protection and rehabilitation of soil, underground and surface water",NULL,"Non-investment environmental protection expenditure"
1480080902,0,2024,"verejny","Kraj Vysočina","External non-investment costs","Research and development for environmental protection",NULL,"Non-investment environmental protection expenditure"
1480080330,94986,2024,"verejny","Kraj Vysočina",NULL,"Landscape and biodiversity protection (species diversity)",NULL,"Non-investment environmental protection expenditure"
1480080342,28454,2024,"verejny","Kraj Vysočina",NULL,"Protection and rehabilitation of soil, underground and surface water",NULL,"Non-investment environmental protection expenditure"
1480080751,8840,2024,"verejny","Kraj Vysočina","External non-investment costs","Other environmental protection activities",NULL,"Non-investment environmental protection expenditure"
1480080028,1727,2024,"verejny","Kraj Vysočina","External non-investment costs","Limitation of noise and vibration (except workplace protection)",NULL,"Non-investment environmental protection expenditure"
1480080480,374901,2024,"verejny","Kraj Vysočina",NULL,"Wastewater management",NULL,"Non-investment environmental protection expenditure"
1480078793,1189240,2024,"verejny","Kraj Vysočina","Internal non-investment costs","Waste management",NULL,"Non-investment environmental protection expenditure"
1480080447,5464,2024,"verejny","Kraj Vysočina","Internal non-investment costs","Landscape and biodiversity protection (species diversity)",NULL,"Non-investment environmental protection expenditure"
1480080276,1438101,2024,"verejny","Kraj Vysočina","External non-investment costs",NULL,NULL,"Non-investment environmental protection expenditure"
1480080390,1456258,2024,"verejny","Kraj Vysočina","Internal non-investment costs",NULL,NULL,"Non-investment environmental protection expenditure"
1480080676,NULL,2024,"duverny","Kraj Vysočina","Internal non-investment costs","Research and development for environmental protection",NULL,"Non-investment environmental protection expenditure"
1480080827,1183132,2024,"verejny","Kraj Vysočina",NULL,"Waste management",NULL,"Revenues from sale of by-products"
1480078802,0,2024,"verejny","Kraj Vysočina",NULL,"Air and climate protection",NULL,"Revenues from sale of by-products"
1480080768,NULL,2024,"duverny","Kraj Vysočina",NULL,"Other environmental protection activities",NULL,"Revenues from sale of by-products"
1480080452,0,2024,"verejny","Kraj Vysočina",NULL,"Radiation protection",NULL,"Revenues from sale of by-products"
1480080270,0,2024,"verejny","Kraj Vysočina",NULL,"Limitation of noise and vibration (except workplace protection)",NULL,"Revenues from sale of by-products"
1480080312,0,2024,"verejny","Kraj Vysočina",NULL,"Research and development for environmental protection",NULL,"Revenues from sale of by-products"
1480079658,1202670,2024,"verejny","Kraj Vysočina",NULL,NULL,NULL,"Revenues from sale of by-products"
1480079902,NULL,2024,"duverny","Kraj Vysočina",NULL,"Landscape and biodiversity protection (species diversity)",NULL,"Revenues from sale of by-products"
1480080773,0,2024,"verejny","Kraj Vysočina",NULL,"Protection and rehabilitation of soil, underground and surface water",NULL,"Revenues from sale of by-products"
1480080473,NULL,2024,"duverny","Kraj Vysočina",NULL,"Wastewater management",NULL,"Revenues from sale of by-products"
1331004995,171077,2023,"verejny","Kraj Vysočina",NULL,"Waste management",NULL,"Gross investment in tangible non-current assets"
1331005013,6082,2023,"verejny","Kraj Vysočina",NULL,"Limitation of noise and vibration (except workplace protection)",NULL,"Gross investment in tangible non-current assets"
1331004922,78045,2023,"verejny","Kraj Vysočina",NULL,"Air and climate protection",NULL,"Gross investment in tangible non-current assets"
1331005092,0,2023,"verejny","Kraj Vysočina",NULL,"Radiation protection",NULL,"Gross investment in tangible non-current assets"
1331005022,6270,2023,"verejny","Kraj Vysočina",NULL,"Landscape and biodiversity protection (species diversity)",NULL,"Gross investment in tangible non-current assets"
1331004913,1632281,2023,"verejny","Kraj Vysočina",NULL,NULL,NULL,"Gross investment in tangible non-current assets"
1331004931,1347871,2023,"verejny","Kraj Vysočina",NULL,"Wastewater management",NULL,"Gross investment in tangible non-current assets"
1331005110,12381,2023,"verejny","Kraj Vysočina",NULL,"Other environmental protection activities",NULL,"Gross investment in tangible non-current assets"
1331005101,NULL,2023,"duverny","Kraj Vysočina",NULL,"Research and development for environmental protection",NULL,"Gross investment in tangible non-current assets"
1331005004,9884,2023,"verejny","Kraj Vysočina",NULL,"Protection and rehabilitation of soil, underground and surface water",NULL,"Gross investment in tangible non-current assets"
1331004996,105408,2023,"verejny","Kraj Vysočina",NULL,"Waste management","Non-financial enterprises","Gross investment in tangible non-current assets"
1331004915,1252752,2023,"verejny","Kraj Vysočina",NULL,NULL,"Government institutions","Gross investment in tangible non-current assets"
1331005085,2655,2023,"verejny","Kraj Vysočina",NULL,"Landscape and biodiversity protection (species diversity)","Government institutions","Gross investment in tangible non-current assets"
1331004924,2967,2023,"verejny","Kraj Vysočina",NULL,"Air and climate protection","Government institutions","Gross investment in tangible non-current assets"
1331005006,9723,2023,"verejny","Kraj Vysočina",NULL,"Protection and rehabilitation of soil, underground and surface water","Government institutions","Gross investment in tangible non-current assets"
1331004914,379529,2023,"verejny","Kraj Vysočina",NULL,NULL,"Non-financial enterprises","Gross investment in tangible non-current assets"
1331005005,161,2023,"verejny","Kraj Vysočina",NULL,"Protection and rehabilitation of soil, underground and surface water","Non-financial enterprises","Gross investment in tangible non-current assets"
1331004997,65669,2023,"verejny","Kraj Vysočina",NULL,"Waste management","Government institutions","Gross investment in tangible non-current assets"
1331005015,0,2023,"verejny","Kraj Vysočina",NULL,"Limitation of noise and vibration (except workplace protection)","Government institutions","Gross investment in tangible non-current assets"
1331004932,183098,2023,"verejny","Kraj Vysočina",NULL,"Wastewater management","Non-financial enterprises","Gross investment in tangible non-current assets"
1331005023,3615,2023,"verejny","Kraj Vysočina",NULL,"Landscape and biodiversity protection (species diversity)","Non-financial enterprises","Gross investment in tangible non-current assets"
1331004923,75078,2023,"verejny","Kraj Vysočina",NULL,"Air and climate protection","Non-financial enterprises","Gross investment in tangible non-current assets"
1331005014,6082,2023,"verejny","Kraj Vysočina",NULL,"Limitation of noise and vibration (except workplace protection)","Non-financial enterprises","Gross investment in tangible non-current assets"
1331004933,1164773,2023,"verejny","Kraj Vysočina",NULL,"Wastewater management","Government institutions","Gross investment in tangible non-current assets"
1331005102,NULL,2023,"duverny","Kraj Vysočina",NULL,"Research and development for environmental protection","Non-financial enterprises","Gross investment in tangible non-current assets"
1331005093,0,2023,"verejny","Kraj Vysočina",NULL,"Radiation protection","Non-financial enterprises","Gross investment in tangible non-current assets"
1331005103,0,2023,"verejny","Kraj Vysočina",NULL,"Research and development for environmental protection","Government institutions","Gross investment in tangible non-current assets"
1331005166,6965,2023,"verejny","Kraj Vysočina",NULL,"Other environmental protection activities","Government institutions","Gross investment in tangible non-current assets"
1331005165,5416,2023,"verejny","Kraj Vysočina",NULL,"Other environmental protection activities","Non-financial enterprises","Gross investment in tangible non-current assets"
1331005094,0,2023,"verejny","Kraj Vysočina",NULL,"Radiation protection","Government institutions","Gross investment in tangible non-current assets"
1331005086,NULL,2023,"duverny","Kraj Vysočina",NULL,"Landscape and biodiversity protection (species diversity)",NULL,"Turnover from selling of services"
1331004998,1335440,2023,"verejny","Kraj Vysočina",NULL,"Waste management",NULL,"Turnover from selling of services"
1331005007,4930,2023,"verejny","Kraj Vysočina",NULL,"Protection and rehabilitation of soil, underground and surface water",NULL,"Turnover from selling of services"
1331004916,1567401,2023,"verejny","Kraj Vysočina",NULL,NULL,NULL,"Turnover from selling of services"
1331004925,9233,2023,"verejny","Kraj Vysočina",NULL,"Air and climate protection",NULL,"Turnover from selling of services"
1331004934,217598,2023,"verejny","Kraj Vysočina",NULL,"Wastewater management",NULL,"Turnover from selling of services"
1331005016,0,2023,"verejny","Kraj Vysočina",NULL,"Limitation of noise and vibration (except workplace protection)",NULL,"Turnover from selling of services"
1331005095,0,2023,"verejny","Kraj Vysočina",NULL,"Radiation protection",NULL,"Turnover from selling of services"
1331005104,0,2023,"verejny","Kraj Vysočina",NULL,"Research and development for environmental protection",NULL,"Turnover from selling of services"
1331005167,193,2023,"verejny","Kraj Vysočina",NULL,"Other environmental protection activities",NULL,"Turnover from selling of services"
1331005088,0,2023,"verejny","Kraj Vysočina",NULL,"Landscape and biodiversity protection (species diversity)",NULL,"Capitalized output (methodology valid until 2015)"
1331005000,210978,2023,"verejny","Kraj Vysočina",NULL,"Waste management",NULL,"Capitalized output (methodology valid until 2015)"
1331005009,0,2023,"verejny","Kraj Vysočina",NULL,"Protection and rehabilitation of soil, underground and surface water",NULL,"Capitalized output (methodology valid until 2015)"
1331004918,212672,2023,"verejny","Kraj Vysočina",NULL,NULL,NULL,"Capitalized output (methodology valid until 2015)"
1331004927,NULL,2023,"duverny","Kraj Vysočina",NULL,"Air and climate protection",NULL,"Capitalized output (methodology valid until 2015)"
1331004936,NULL,2023,"duverny","Kraj Vysočina",NULL,"Wastewater management",NULL,"Capitalized output (methodology valid until 2015)"
1331005018,0,2023,"verejny","Kraj Vysočina",NULL,"Limitation of noise and vibration (except workplace protection)",NULL,"Capitalized output (methodology valid until 2015)"
1331005097,0,2023,"verejny","Kraj Vysočina",NULL,"Radiation protection",NULL,"Capitalized output (methodology valid until 2015)"
1331005106,0,2023,"verejny","Kraj Vysočina",NULL,"Research and development for environmental protection",NULL,"Capitalized output (methodology valid until 2015)"
1331005169,0,2023,"verejny","Kraj Vysočina",NULL,"Other environmental protection activities",NULL,"Capitalized output (methodology valid until 2015)"
1331004911,1183558,2023,"verejny","Kraj Vysočina","Internal non-investment costs",NULL,NULL,"Non-investment environmental protection expenditure"
1331004938,904288,2023,"verejny","Kraj Vysočina","Internal non-investment costs","Waste management",NULL,"Non-investment environmental protection expenditure"
1331004939,931307,2023,"verejny","Kraj Vysočina","External non-investment costs","Waste management",NULL,"Non-investment environmental protection expenditure"
1331005012,1176,2023,"verejny","Kraj Vysočina","External non-investment costs","Limitation of noise and vibration (except workplace protection)",NULL,"Non-investment environmental protection expenditure"
1331005019,78578,2023,"verejny","Kraj Vysočina",NULL,"Landscape and biodiversity protection (species diversity)",NULL,"Non-investment environmental protection expenditure"
1331004929,182586,2023,"verejny","Kraj Vysočina","Internal non-investment costs","Wastewater management",NULL,"Non-investment environmental protection expenditure"
1331005020,5635,2023,"verejny","Kraj Vysočina","Internal non-investment costs","Landscape and biodiversity protection (species diversity)",NULL,"Non-investment environmental protection expenditure"
1331005021,72943,2023,"verejny","Kraj Vysočina","External non-investment costs","Landscape and biodiversity protection (species diversity)",NULL,"Non-investment environmental protection expenditure"
1331004937,1835595,2023,"verejny","Kraj Vysočina",NULL,"Waste management",NULL,"Non-investment environmental protection expenditure"
1331005001,28628,2023,"verejny","Kraj Vysočina",NULL,"Protection and rehabilitation of soil, underground and surface water",NULL,"Non-investment environmental protection expenditure"
1331004920,67906,2023,"verejny","Kraj Vysočina","Internal non-investment costs","Air and climate protection",NULL,"Non-investment environmental protection expenditure"
1331004912,1279762,2023,"verejny","Kraj Vysočina","External non-investment costs",NULL,NULL,"Non-investment environmental protection expenditure"
1331005002,9352,2023,"verejny","Kraj Vysočina","Internal non-investment costs","Protection and rehabilitation of soil, underground and surface water",NULL,"Non-investment environmental protection expenditure"
1331004921,39797,2023,"verejny","Kraj Vysočina","External non-investment costs","Air and climate protection",NULL,"Non-investment environmental protection expenditure"
1331004930,204995,2023,"verejny","Kraj Vysočina","External non-investment costs","Wastewater management",NULL,"Non-investment environmental protection expenditure"
1331004910,2463320,2023,"verejny","Kraj Vysočina",NULL,NULL,NULL,"Non-investment environmental protection expenditure"
1331004919,107703,2023,"verejny","Kraj Vysočina",NULL,"Air and climate protection",NULL,"Non-investment environmental protection expenditure"
1331005011,3594,2023,"verejny","Kraj Vysočina","Internal non-investment costs","Limitation of noise and vibration (except workplace protection)",NULL,"Non-investment environmental protection expenditure"
1331004928,387581,2023,"verejny","Kraj Vysočina",NULL,"Wastewater management",NULL,"Non-investment environmental protection expenditure"
1331005010,4770,2023,"verejny","Kraj Vysočina",NULL,"Limitation of noise and vibration (except workplace protection)",NULL,"Non-investment environmental protection expenditure"
1331005003,19276,2023,"verejny","Kraj Vysočina","External non-investment costs","Protection and rehabilitation of soil, underground and surface water",NULL,"Non-investment environmental protection expenditure"
1331005089,NULL,2023,"duverny","Kraj Vysočina",NULL,"Radiation protection",NULL,"Non-investment environmental protection expenditure"
1331005098,NULL,2023,"duverny","Kraj Vysočina",NULL,"Research and development for environmental protection",NULL,"Non-investment environmental protection expenditure"
1331005107,20316,2023,"verejny","Kraj Vysočina",NULL,"Other environmental protection activities",NULL,"Non-investment environmental protection expenditure"
1331005091,0,2023,"verejny","Kraj Vysočina","External non-investment costs","Radiation protection",NULL,"Non-investment environmental protection expenditure"
1331005090,NULL,2023,"duverny","Kraj Vysočina","Internal non-investment costs","Radiation protection",NULL,"Non-investment environmental protection expenditure"
1331005099,NULL,2023,"duverny","Kraj Vysočina","Internal non-investment costs","Research and development for environmental protection",NULL,"Non-investment environmental protection expenditure"
1331005100,0,2023,"verejny","Kraj Vysočina","External non-investment costs","Research and development for environmental protection",NULL,"Non-investment environmental protection expenditure"
1331005109,10268,2023,"verejny","Kraj Vysočina","External non-investment costs","Other environmental protection activities",NULL,"Non-investment environmental protection expenditure"
1331005108,10048,2023,"verejny","Kraj Vysočina","Internal non-investment costs","Other environmental protection activities",NULL,"Non-investment environmental protection expenditure"
1331005087,NULL,2023,"duverny","Kraj Vysočina",NULL,"Landscape and biodiversity protection (species diversity)",NULL,"Revenues from sale of by-products"
1331004999,797505,2023,"verejny","Kraj Vysočina",NULL,"Waste management",NULL,"Revenues from sale of by-products"
1331005008,0,2023,"verejny","Kraj Vysočina",NULL,"Protection and rehabilitation of soil, underground and surface water",NULL,"Revenues from sale of by-products"
1331004917,817942,2023,"verejny","Kraj Vysočina",NULL,NULL,NULL,"Revenues from sale of by-products"
1331004926,0,2023,"verejny","Kraj Vysočina",NULL,"Air and climate protection",NULL,"Revenues from sale of by-products"
1331004935,NULL,2023,"duverny","Kraj Vysočina",NULL,"Wastewater management",NULL,"Revenues from sale of by-products"
1331005017,0,2023,"verejny","Kraj Vysočina",NULL,"Limitation of noise and vibration (except workplace protection)",NULL,"Revenues from sale of by-products"
1331005096,0,2023,"verejny","Kraj Vysočina",NULL,"Radiation protection",NULL,"Revenues from sale of by-products"
1331005105,0,2023,"verejny","Kraj Vysočina",NULL,"Research and development for environmental protection",NULL,"Revenues from sale of by-products"
1331005168,0,2023,"verejny","Kraj Vysočina",NULL,"Other environmental protection activities",NULL,"Revenues from sale of by-products"
1169719095,70514,2022,"verejny","Kraj Vysočina",NULL,"Waste management",NULL,"Gross investment in tangible non-current assets"
1169719115,12756,2022,"verejny","Kraj Vysočina",NULL,"Limitation of noise and vibration (except workplace protection)",NULL,"Gross investment in tangible non-current assets"
1169719076,103723,2022,"verejny","Kraj Vysočina",NULL,"Air and climate protection",NULL,"Gross investment in tangible non-current assets"
1169719135,0,2022,"verejny","Kraj Vysočina",NULL,"Radiation protection",NULL,"Gross investment in tangible non-current assets"
1169719125,14399,2022,"verejny","Kraj Vysočina",NULL,"Landscape and biodiversity protection (species diversity)",NULL,"Gross investment in tangible non-current assets"
1169719066,1317140,2022,"verejny","Kraj Vysočina",NULL,NULL,NULL,"Gross investment in tangible non-current assets"
1169719086,1052132,2022,"verejny","Kraj Vysočina",NULL,"Wastewater management",NULL,"Gross investment in tangible non-current assets"
1169719155,38938,2022,"verejny","Kraj Vysočina",NULL,"Other environmental protection activities",NULL,"Gross investment in tangible non-current assets"
1169719145,NULL,2022,"duverny","Kraj Vysočina",NULL,"Research and development for environmental protection",NULL,"Gross investment in tangible non-current assets"
1169719105,24211,2022,"verejny","Kraj Vysočina",NULL,"Protection and rehabilitation of soil, underground and surface water",NULL,"Gross investment in tangible non-current assets"
1169719097,37741,2022,"verejny","Kraj Vysočina",NULL,"Waste management","Non-financial enterprises","Gross investment in tangible non-current assets"
1169719068,1075143,2022,"verejny","Kraj Vysočina",NULL,NULL,"Government institutions","Gross investment in tangible non-current assets"
1169719127,9923,2022,"verejny","Kraj Vysočina",NULL,"Landscape and biodiversity protection (species diversity)","Government institutions","Gross investment in tangible non-current assets"
1169719078,NULL,2022,"duverny","Kraj Vysočina",NULL,"Air and climate protection","Government institutions","Gross investment in tangible non-current assets"
1169719108,7614,2022,"verejny","Kraj Vysočina",NULL,"Protection and rehabilitation of soil, underground and surface water","Government institutions","Gross investment in tangible non-current assets"
1169719067,241997,2022,"verejny","Kraj Vysočina",NULL,NULL,"Non-financial enterprises","Gross investment in tangible non-current assets"
1169719106,16597,2022,"verejny","Kraj Vysočina",NULL,"Protection and rehabilitation of soil, underground and surface water","Non-financial enterprises","Gross investment in tangible non-current assets"
1169719098,32773,2022,"verejny","Kraj Vysočina",NULL,"Waste management","Government institutions","Gross investment in tangible non-current assets"
1169719117,NULL,2022,"duverny","Kraj Vysočina",NULL,"Limitation of noise and vibration (except workplace protection)","Government institutions","Gross investment in tangible non-current assets"
1169719087,38497,2022,"verejny","Kraj Vysočina",NULL,"Wastewater management","Non-financial enterprises","Gross investment in tangible non-current assets"
1169719126,4476,2022,"verejny","Kraj Vysočina",NULL,"Landscape and biodiversity protection (species diversity)","Non-financial enterprises","Gross investment in tangible non-current assets"
1169719077,NULL,2022,"duverny","Kraj Vysočina",NULL,"Air and climate protection","Non-financial enterprises","Gross investment in tangible non-current assets"
1169719116,NULL,2022,"duverny","Kraj Vysočina",NULL,"Limitation of noise and vibration (except workplace protection)","Non-financial enterprises","Gross investment in tangible non-current assets"
1169719088,1013635,2022,"verejny","Kraj Vysočina",NULL,"Wastewater management","Government institutions","Gross investment in tangible non-current assets"
1169719146,NULL,2022,"duverny","Kraj Vysočina",NULL,"Research and development for environmental protection","Non-financial enterprises","Gross investment in tangible non-current assets"
1169719136,0,2022,"verejny","Kraj Vysočina",NULL,"Radiation protection","Non-financial enterprises","Gross investment in tangible non-current assets"
1169719147,0,2022,"verejny","Kraj Vysočina",NULL,"Research and development for environmental protection","Government institutions","Gross investment in tangible non-current assets"
1169719157,8255,2022,"verejny","Kraj Vysočina",NULL,"Other environmental protection activities","Government institutions","Gross investment in tangible non-current assets"
1169719156,30683,2022,"verejny","Kraj Vysočina",NULL,"Other environmental protection activities","Non-financial enterprises","Gross investment in tangible non-current assets"
1169719137,0,2022,"verejny","Kraj Vysočina",NULL,"Radiation protection","Government institutions","Gross investment in tangible non-current assets"
1169719128,NULL,2022,"duverny","Kraj Vysočina",NULL,"Landscape and biodiversity protection (species diversity)",NULL,"Turnover from selling of services"
1169719099,1280315,2022,"verejny","Kraj Vysočina",NULL,"Waste management",NULL,"Turnover from selling of services"
1169719109,27457,2022,"verejny","Kraj Vysočina",NULL,"Protection and rehabilitation of soil, underground and surface water",NULL,"Turnover from selling of services"
1169719069,1542988,2022,"verejny","Kraj Vysočina",NULL,NULL,NULL,"Turnover from selling of services"
1169719079,8511,2022,"verejny","Kraj Vysočina",NULL,"Air and climate protection",NULL,"Turnover from selling of services"
1169719089,226429,2022,"verejny","Kraj Vysočina",NULL,"Wastewater management",NULL,"Turnover from selling of services"
1169719119,0,2022,"verejny","Kraj Vysočina",NULL,"Limitation of noise and vibration (except workplace protection)",NULL,"Turnover from selling of services"
1169719138,0,2022,"verejny","Kraj Vysočina",NULL,"Radiation protection",NULL,"Turnover from selling of services"
1169719148,0,2022,"verejny","Kraj Vysočina",NULL,"Research and development for environmental protection",NULL,"Turnover from selling of services"
1169719158,NULL,2022,"duverny","Kraj Vysočina",NULL,"Other environmental protection activities",NULL,"Turnover from selling of services"
1169719131,0,2022,"verejny","Kraj Vysočina",NULL,"Landscape and biodiversity protection (species diversity)",NULL,"Capitalized output (methodology valid until 2015)"
1169719101,279816,2022,"verejny","Kraj Vysočina",NULL,"Waste management",NULL,"Capitalized output (methodology valid until 2015)"
1169719111,0,2022,"verejny","Kraj Vysočina",NULL,"Protection and rehabilitation of soil, underground and surface water",NULL,"Capitalized output (methodology valid until 2015)"
1169719071,281884,2022,"verejny","Kraj Vysočina",NULL,NULL,NULL,"Capitalized output (methodology valid until 2015)"
1169719081,NULL,2022,"duverny","Kraj Vysočina",NULL,"Air and climate protection",NULL,"Capitalized output (methodology valid until 2015)"
1169719091,NULL,2022,"duverny","Kraj Vysočina",NULL,"Wastewater management",NULL,"Capitalized output (methodology valid until 2015)"
1169719121,0,2022,"verejny","Kraj Vysočina",NULL,"Limitation of noise and vibration (except workplace protection)",NULL,"Capitalized output (methodology valid until 2015)"
1169719141,0,2022,"verejny","Kraj Vysočina",NULL,"Radiation protection",NULL,"Capitalized output (methodology valid until 2015)"
1169719150,0,2022,"verejny","Kraj Vysočina",NULL,"Research and development for environmental protection",NULL,"Capitalized output (methodology valid until 2015)"
1169719160,0,2022,"verejny","Kraj Vysočina",NULL,"Other environmental protection activities",NULL,"Capitalized output (methodology valid until 2015)"
1169719064,1143806,2022,"verejny","Kraj Vysočina","Internal non-investment costs",NULL,NULL,"Non-investment environmental protection expenditure"
1169719093,879026,2022,"verejny","Kraj Vysočina","Internal non-investment costs","Waste management",NULL,"Non-investment environmental protection expenditure"
1169719094,844708,2022,"verejny","Kraj Vysočina","External non-investment costs","Waste management",NULL,"Non-investment environmental protection expenditure"
1169719114,2530,2022,"verejny","Kraj Vysočina","External non-investment costs","Limitation of noise and vibration (except workplace protection)",NULL,"Non-investment environmental protection expenditure"
1169719122,79145,2022,"verejny","Kraj Vysočina",NULL,"Landscape and biodiversity protection (species diversity)",NULL,"Non-investment environmental protection expenditure"
1169719083,166573,2022,"verejny","Kraj Vysočina","Internal non-investment costs","Wastewater management",NULL,"Non-investment environmental protection expenditure"
1169719123,3165,2022,"verejny","Kraj Vysočina","Internal non-investment costs","Landscape and biodiversity protection (species diversity)",NULL,"Non-investment environmental protection expenditure"
1169719124,75980,2022,"verejny","Kraj Vysočina","External non-investment costs","Landscape and biodiversity protection (species diversity)",NULL,"Non-investment environmental protection expenditure"
1169719092,1723734,2022,"verejny","Kraj Vysočina",NULL,"Waste management",NULL,"Non-investment environmental protection expenditure"
1169719102,24002,2022,"verejny","Kraj Vysočina",NULL,"Protection and rehabilitation of soil, underground and surface water",NULL,"Non-investment environmental protection expenditure"
1169719073,72613,2022,"verejny","Kraj Vysočina","Internal non-investment costs","Air and climate protection",NULL,"Non-investment environmental protection expenditure"
1169719065,1180145,2022,"verejny","Kraj Vysočina","External non-investment costs",NULL,NULL,"Non-investment environmental protection expenditure"
1169719103,11505,2022,"verejny","Kraj Vysočina","Internal non-investment costs","Protection and rehabilitation of soil, underground and surface water",NULL,"Non-investment environmental protection expenditure"
1169719075,38555,2022,"verejny","Kraj Vysočina","External non-investment costs","Air and climate protection",NULL,"Non-investment environmental protection expenditure"
1169719084,197006,2022,"verejny","Kraj Vysočina","External non-investment costs","Wastewater management",NULL,"Non-investment environmental protection expenditure"
1169720472,2323951,2022,"verejny","Kraj Vysočina",NULL,NULL,NULL,"Non-investment environmental protection expenditure"
1169719072,111168,2022,"verejny","Kraj Vysočina",NULL,"Air and climate protection",NULL,"Non-investment environmental protection expenditure"
1169719113,2756,2022,"verejny","Kraj Vysočina","Internal non-investment costs","Limitation of noise and vibration (except workplace protection)",NULL,"Non-investment environmental protection expenditure"
1169719082,363579,2022,"verejny","Kraj Vysočina",NULL,"Wastewater management",NULL,"Non-investment environmental protection expenditure"
1169719112,5286,2022,"verejny","Kraj Vysočina",NULL,"Limitation of noise and vibration (except workplace protection)",NULL,"Non-investment environmental protection expenditure"
1169719104,12497,2022,"verejny","Kraj Vysočina","External non-investment costs","Protection and rehabilitation of soil, underground and surface water",NULL,"Non-investment environmental protection expenditure"
1169719132,NULL,2022,"duverny","Kraj Vysočina",NULL,"Radiation protection",NULL,"Non-investment environmental protection expenditure"
1169719142,NULL,2022,"duverny","Kraj Vysočina",NULL,"Research and development for environmental protection",NULL,"Non-investment environmental protection expenditure"
1169719152,16718,2022,"verejny","Kraj Vysočina",NULL,"Other environmental protection activities",NULL,"Non-investment environmental protection expenditure"
1169719134,NULL,2022,"duverny","Kraj Vysočina","External non-investment costs","Radiation protection",NULL,"Non-investment environmental protection expenditure"
1169719133,0,2022,"verejny","Kraj Vysočina","Internal non-investment costs","Radiation protection",NULL,"Non-investment environmental protection expenditure"
1169719143,NULL,2022,"duverny","Kraj Vysočina","Internal non-investment costs","Research and development for environmental protection",NULL,"Non-investment environmental protection expenditure"
1169719144,NULL,2022,"duverny","Kraj Vysočina","External non-investment costs","Research and development for environmental protection",NULL,"Non-investment environmental protection expenditure"
1169719154,8593,2022,"verejny","Kraj Vysočina","External non-investment costs","Other environmental protection activities",NULL,"Non-investment environmental protection expenditure"
1169719153,8125,2022,"verejny","Kraj Vysočina","Internal non-investment costs","Other environmental protection activities",NULL,"Non-investment environmental protection expenditure"
1169719130,NULL,2022,"duverny","Kraj Vysočina",NULL,"Landscape and biodiversity protection (species diversity)",NULL,"Revenues from sale of by-products"
1169719100,962228,2022,"verejny","Kraj Vysočina",NULL,"Waste management",NULL,"Revenues from sale of by-products"
1169719110,NULL,2022,"duverny","Kraj Vysočina",NULL,"Protection and rehabilitation of soil, underground and surface water",NULL,"Revenues from sale of by-products"
1169719070,975847,2022,"verejny","Kraj Vysočina",NULL,NULL,NULL,"Revenues from sale of by-products"
1169719080,0,2022,"verejny","Kraj Vysočina",NULL,"Air and climate protection",NULL,"Revenues from sale of by-products"
1169719090,NULL,2022,"duverny","Kraj Vysočina",NULL,"Wastewater management",NULL,"Revenues from sale of by-products"
1169719120,0,2022,"verejny","Kraj Vysočina",NULL,"Limitation of noise and vibration (except workplace protection)",NULL,"Revenues from sale of by-products"
1169719139,0,2022,"verejny","Kraj Vysočina",NULL,"Radiation protection",NULL,"Revenues from sale of by-products"
1169719149,0,2022,"verejny","Kraj Vysočina",NULL,"Research and development for environmental protection",NULL,"Revenues from sale of by-products"
1169719159,0,2022,"verejny","Kraj Vysočina",NULL,"Other environmental protection activities",NULL,"Revenues from sale of by-products"
704872866,619898,2006,"verejny","Jihomoravský kraj",NULL,"Waste management",NULL,"Gross investment in tangible non-current assets"
704872870,6676,2006,"verejny","Jihomoravský kraj",NULL,"Limitation of noise and vibration (except workplace protection)",NULL,"Gross investment in tangible non-current assets"
704872862,258199,2006,"verejny","Jihomoravský kraj",NULL,"Air and climate protection",NULL,"Gross investment in tangible non-current assets"
704872874,0,2006,"verejny","Jihomoravský kraj",NULL,"Radiation protection",NULL,"Gross investment in tangible non-current assets"
704872872,84455,2006,"verejny","Jihomoravský kraj",NULL,"Landscape and biodiversity protection (species diversity)",NULL,"Gross investment in tangible non-current assets"
704872860,2090276,2006,"verejny","Jihomoravský kraj",NULL,NULL,NULL,"Gross investment in tangible non-current assets"
704872864,862033,2006,"verejny","Jihomoravský kraj",NULL,"Wastewater management",NULL,"Gross investment in tangible non-current assets"
